session_id,timestamp,item_id,caetgory,label
566,2014-04-03T21:33:56.700Z,1026,0,False
566,2014-04-03T21:37:05.564Z,724,0,False
566,2014-04-03T21:41:15.765Z,4102,0,False
566,2014-04-03T21:46:27.324Z,3264,0,False
1397,2014-04-07T15:25:21.835Z,6667,0,False
1397,2014-04-07T15:30:15.110Z,6696,0,False
1397,2014-04-07T15:37:05.820Z,6667,0,False
2072,2014-04-04T19:34:35.954Z,7811,0,False
2072,2014-04-04T19:39:27.545Z,1728,0,False
2072,2014-04-04T19:43:04.113Z,632,0,False
2072,2014-04-04T19:43:49.860Z,5810,0,False
2072,2014-04-04T19:45:55.323Z,5810,0,False
2841,2014-04-04T12:34:59.372Z,7418,0,False
2841,2014-04-04T12:35:34.498Z,7396,0,False
2841,2014-04-04T12:35:59.708Z,7417,0,False
2841,2014-04-04T12:37:49.809Z,7409,0,False
2841,2014-04-04T12:41:03.967Z,6373,0,False
3582,2014-04-01T09:05:07.643Z,736,0,False
3582,2014-04-01T09:06:51.254Z,6690,0,False
3582,2014-04-01T09:10:32.910Z,6571,0,False
3582,2014-04-01T09:13:27.379Z,5809,0,False
3582,2014-04-01T09:14:32.907Z,5799,0,False
3582,2014-04-01T09:16:16.770Z,6571,0,False
3582,2014-04-01T09:17:51.406Z,2309,0,False
3582,2014-04-01T09:20:41.169Z,32,0,False
3684,2014-04-05T11:04:10.932Z,7495,0,False
3684,2014-04-05T11:04:35.508Z,5093,0,False
3684,2014-04-05T11:05:05.345Z,621,0,False
3684,2014-04-05T11:07:16.369Z,5087,0,False
3684,2014-04-05T11:08:09.249Z,5086,0,False
3684,2014-04-05T11:08:21.540Z,5549,0,False
3684,2014-04-05T11:08:52.346Z,4403,0,False
4923,2014-04-02T10:40:43.462Z,6735,0,False
4923,2014-04-02T10:41:58.777Z,3752,0,False
4923,2014-04-02T10:42:22.400Z,6655,0,False
4923,2014-04-02T10:44:49.109Z,6475,0,False
4947,2014-04-07T20:30:20.686Z,1331,0,False
4947,2014-04-07T20:31:29.241Z,1718,0,False
4947,2014-04-07T20:32:15.073Z,1718,0,False
5212,2014-04-03T16:17:29.770Z,6549,0,False
5212,2014-04-03T16:18:44.734Z,6542,0,False
5212,2014-04-03T16:23:38.911Z,6841,0,False
5306,2014-04-06T08:02:23.721Z,6844,0,False
5306,2014-04-06T08:05:15.527Z,6693,0,False
5306,2014-04-06T08:31:50.203Z,6844,0,False
5679,2014-04-04T07:48:29.205Z,3752,0,False
5679,2014-04-04T07:49:35.141Z,6656,0,False
5679,2014-04-04T07:50:38.596Z,6655,0,False
5679,2014-04-04T07:52:08.884Z,1442,0,False
5679,2014-04-04T07:53:03.993Z,7964,0,False
5679,2014-04-04T07:54:06.026Z,7962,0,False
5679,2014-04-04T07:56:55.181Z,2017,0,False
5679,2014-04-04T07:58:22.741Z,5800,0,False
5679,2014-04-04T07:59:51.010Z,2017,0,False
5679,2014-04-04T07:59:56.402Z,5812,0,False
5679,2014-04-04T08:00:19.847Z,2017,0,False
5679,2014-04-04T08:00:24.058Z,5810,0,False
5679,2014-04-04T08:00:58.330Z,2017,0,False
5679,2014-04-04T08:03:54.492Z,5804,0,False
5679,2014-04-04T08:06:51.071Z,7696,0,False
5679,2014-04-04T08:09:14.299Z,7696,0,False
5679,2014-04-04T08:09:39.657Z,5804,0,False
5679,2014-04-04T08:09:59.799Z,5810,0,False
7079,2014-04-03T12:29:07.853Z,2399,0,False
7079,2014-04-03T12:31:49.091Z,3124,0,False
7079,2014-04-03T12:32:27.964Z,2466,0,False
7079,2014-04-03T12:33:50.503Z,3124,0,False
7079,2014-04-03T12:34:06.770Z,4942,0,False
7079,2014-04-03T12:40:48.859Z,4524,0,False
7079,2014-04-03T12:42:17.697Z,6299,0,False
7079,2014-04-03T12:42:37.020Z,4544,0,False
7079,2014-04-03T12:43:04.512Z,8130,0,False
7079,2014-04-03T12:45:34.396Z,4544,0,False
7079,2014-04-03T12:45:48.873Z,8044,0,False
10219,2014-04-07T18:02:10.363Z,7442,0,False
10219,2014-04-07T18:07:21.344Z,5363,0,False
10219,2014-04-07T18:12:10.800Z,3512,0,False
11147,2014-04-03T15:08:48.448Z,7423,0,False
11147,2014-04-03T15:08:49.548Z,7423,0,False
11147,2014-04-03T15:10:32.687Z,1258,0,False
11147,2014-04-03T15:10:51.113Z,1262,0,False
11147,2014-04-03T15:10:52.399Z,1262,0,False
11147,2014-04-03T15:12:24.927Z,1107,0,False
11147,2014-04-03T15:12:25.974Z,1107,0,False
12283,2014-04-02T08:50:37.237Z,6415,0,False
12283,2014-04-02T08:51:01.325Z,6415,0,False
12283,2014-04-02T08:52:31.086Z,7963,0,False
12283,2014-04-02T08:52:59.666Z,7961,0,False
12874,2014-04-02T19:43:08.956Z,5783,0,True
12874,2014-04-02T19:43:52.451Z,5783,0,True
12874,2014-04-02T19:45:00.791Z,5774,0,True
12874,2014-04-02T19:45:43.575Z,5774,0,True
12874,2014-04-02T19:48:07.505Z,889,0,True
12874,2014-04-02T19:49:41.818Z,4001,0,True
12874,2014-04-02T19:50:26.253Z,2769,0,True
13866,2014-04-04T14:36:32.626Z,355,0,False
13866,2014-04-04T14:40:09.647Z,7268,0,False
13866,2014-04-04T14:40:32.715Z,7762,0,False
14991,2014-04-03T21:24:17.048Z,6735,0,False
14991,2014-04-03T21:25:24.621Z,6565,0,False
14991,2014-04-03T21:25:39.057Z,5269,0,False
18151,2014-04-07T08:47:52.830Z,6750,0,False
18151,2014-04-07T08:48:25.582Z,6749,0,False
18151,2014-04-07T08:49:47.596Z,7168,0,False
18151,2014-04-07T08:50:31.987Z,6723,0,False
18151,2014-04-07T08:51:20.883Z,5673,0,False
18151,2014-04-07T08:52:32.607Z,1894,0,False
18151,2014-04-07T08:53:19.180Z,4332,0,False
18151,2014-04-07T08:53:44.716Z,3502,0,False
18151,2014-04-07T08:54:24.240Z,6721,0,False
17973,2014-04-07T18:54:13.138Z,8459,0,False
17973,2014-04-07T18:54:38.177Z,7879,0,False
17973,2014-04-07T18:55:06.117Z,8459,0,False
19662,2014-04-07T12:45:18.718Z,5507,0,False
19662,2014-04-07T12:46:19.855Z,5508,0,False
19662,2014-04-07T12:50:25.693Z,7761,0,False
19662,2014-04-07T12:51:49.914Z,5326,0,False
18583,2014-04-06T18:47:01.245Z,6563,0,False
18583,2014-04-06T18:51:15.263Z,6178,0,False
18583,2014-04-06T18:53:01.850Z,8135,0,False
21108,2014-04-06T18:43:16.363Z,6721,0,False
21108,2014-04-06T18:43:17.567Z,6721,0,False
21108,2014-04-06T18:44:58.934Z,5550,0,False
21108,2014-04-06T18:45:00.322Z,5550,0,False
25232,2014-04-01T11:36:35.399Z,4917,0,True
25232,2014-04-01T11:36:45.581Z,4467,0,True
25232,2014-04-01T11:37:52.924Z,4467,0,True
25232,2014-04-01T11:38:32.984Z,4467,0,True
25232,2014-04-01T11:40:34.382Z,4467,0,True
25232,2014-04-01T11:46:09.908Z,4917,0,True
25232,2014-04-01T11:46:22.337Z,4917,0,True
24986,2014-04-04T18:16:49.268Z,8011,0,False
24986,2014-04-04T18:31:04.019Z,8011,0,False
24986,2014-04-04T18:32:20.733Z,3792,0,False
25004,2014-04-01T06:23:19.851Z,5810,0,False
25004,2014-04-01T06:24:37.325Z,5812,0,False
25004,2014-04-01T06:28:50.411Z,6203,0,False
28364,2014-04-01T10:20:42.924Z,2300,0,False
28364,2014-04-01T10:21:04.450Z,2297,0,False
28364,2014-04-01T10:23:57.910Z,7885,0,False
28364,2014-04-01T10:24:35.321Z,7864,0,False
27814,2014-04-05T10:10:37.017Z,3841,0,True
27814,2014-04-05T10:17:07.190Z,3841,0,True
27814,2014-04-05T10:17:33.160Z,3841,0,True
29621,2014-04-04T00:55:34.338Z,1595,0,False
29621,2014-04-04T00:56:10.192Z,176,0,False
